STATE,GAME_NAME,GAME_NUMBER,PRIZE_ORDER,PRIZE,PRIZE_ODDS,TOTAL_PRIZES,REMAINING_PRIZES
TX,"Triple It",1202,10,$9,55.56,111003,94198
TX,"Triple It",1202,11,$6,11.36,542872,463266
TX,"Triple It",1202,12,$3,15.63,394894,324785
TX,"Triple Payout",1230,1,"$30,000","857,142.86",7,6
TX,"Triple Payout",1230,2,"$3,000","333,333.33",18,10
TX,"Triple Payout",1230,3,$300,"4,285.71",1449,1026
TX,"Triple Payout",1230,4,$90,923.08,6746,4801
TX,"Triple Payout",1230,5,$60,325.20,18986,13696
TX,"Triple Payout",1230,6,$30,125.00,49382,35215
TX,"Triple Payout",1230,7,$24,125.00,49387,35228
TX,"Triple Payout",1230,8,$18,100.00,61737,43965
TX,"Triple Payout",1230,9,$15,166.67,37056,26464
TX,"Triple Payout",1230,10,$9,55.56,111085,78772
TX,"Triple Payout",1230,11,$6,11.36,543168,382226
TX,"Triple Payout",1230,12,$3,15.63,395003,272994
TX,"Ultimate Casino Jackpot",1214,1,"$7,500,000","1,200,000.00",3,0
TX,"Ultimate Casino Jackpot",1214,2,"$10,000","36,000.00",104,14
TX,"Ultimate Casino Jackpot",1214,3,"$2,000","2,400,000",1565,157
TX,"Ultimate Casino Jackpot",1214,4,"$1,000",857.14,4353,426
TX,"Ultimate Casino Jackpot",1214,5,$500,266.67,13880,1489
TX,"Ultimate Casino Jackpot",1214,6,$250,252.63,14664,1587
TX,"Ultimate Casino Jackpot",1214,7,$150,71.94,51554,5589
TX,"Ultimate Casino Jackpot",1214,8,$100,17.33,213982,23536
TX,"Ultimate Casino Jackpot",1214,9,$70,5.71,648905,71305
TX,"Ultimate Casino Jackpot",1214,10,$50,6.67,556104,60964
TX,"Veterans Winnings",1265,1,"$20,000","893,333.33",9,5
TX,"Veterans Winnings",1265,2,"$1,000","171,063.83",47,27
TX,"Veterans Winnings",1265,3,$100,"1,935.48",4207,2025
TX,"Veterans Winnings",1265,4,$50,134.38,60596,28828
TX,"Veterans Winnings",1265,5,$20,166.67,48874,23130
TX,"Veterans Winnings",1265,6,$10,71.43,113863,53266
TX,"Veterans Winnings",1265,7,$5,83.33,97570,44814
TX,"Veterans Winnings",1265,8,$4,10.87,748747,341264
TX,"Veterans Winnings",1265,9,$2,12.50,650773,288759
TX,"Wild 10's",1260,1,"$110,000","840,000.00",6,5
TX,"Wild 10's",1260,2,"$5,000","60,000.00",87,87
TX,"Wild 10's",1260,3,$500,"3,000.00",1723,1703
TX,"Wild 10's",1260,4,$250,"2,105.26",2491,2460
TX,"Wild 10's",1260,5,$150,"3,870.97",1342,1329
TX,"Wild 10's",1260,6,$100,216.22,23949,23519
TX,"Wild 10's",1260,7,$75,76.97,67487,66471
TX,"Wild 10's",1260,8,$50,50.00,103765,101899
TX,"Wild 10's",1260,9,$25,40.00,129685,125151
TX,"Wild 10's",1260,10,$20,18.18,285473,275501
TX,"Wild 10's",1260,11,$15,10.00,518748,500259
TX,"Wild 10's",1260,12,$10,,414937,399374
